2025-05-11T17:04:50.844112
2025-05-11T17:04:51.848987
2025-05-11T17:04:52.852349
2025-05-11T17:04:53.855975
2025-05-11T17:04:54.859615
2025-05-11T17:04:55.863195
2025-05-11T17:04:56.867028
2025-05-11T17:04:57.870721
2025-05-11T17:04:58.874260
2025-05-11T17:04:59.878071,14,19,8,22,25,16,16,19,10
2025-05-11T17:05:00.881940,20,20,13,29,26,22,21,20,14
2025-05-11T17:05:01.885748,26,23,16,35,29,25,26,23,16
2025-05-11T17:05:02.889628,27,24,16,37,30,26,27,24,16
2025-05-11T17:05:03.893473,30,27,16,40,33,26,30,27,16
2025-05-11T17:05:04.897315,36,35,20,50,44,34,37,35,21
2025-05-11T17:05:05.901048,40,38,21,54,47,35,40,38,21
2025-05-11T17:05:06.904840,68,39,48,55,48,35,41,39,21
2025-05-11T17:05:07.908532,94,42,71,58,51,35,44,42,21
2025-05-11T17:05:08.912238,109,43,85,59,52,35,45,43,21
2025-05-11T17:05:09.915910,143,53,115,69,65,41,52,53,24
2025-05-11T17:05:10.919580,163,54,134,70,66,41,53,54,24
2025-05-11T17:05:11.923356,175,57,143,73,69,41,56,57,24
2025-05-11T17:05:12.927177,188,58,155,76,70,43,59,58,26
2025-05-11T17:05:13.930838,210,61,174,80,73,44,62,61,26
2025-05-11T17:05:14.934644,227,69,189,88,84,50,67,69,29
2025-05-11T17:05:15.938419,252,72,211,91,87,50,70,72,29
2025-05-11T17:05:16.942917,273,73,231,92,88,50,71,73,29
2025-05-11T17:05:17.946605,302,76,257,95,91,50,74,76,29
2025-05-11T17:05:18.950187,328,77,282,96,92,50,75,77,29
2025-05-11T17:05:19.953797,352,87,302,106,105,56,82,87,32
2025-05-11T17:05:20.957401,374,88,323,107,106,56,83,88,32
2025-05-11T17:05:21.961124,396,91,342,110,109,56,86,91,32
2025-05-11T17:05:22.964740,412,92,357,111,110,56,87,92,32
2025-05-11T17:05:23.968454,430,95,372,114,113,56,90,95,32
2025-05-11T17:05:24.972207,454,103,394,122,124,62,95,103,35
2025-05-11T17:05:25.975807,476,106,413,125,127,62,99,106,36
2025-05-11T17:05:26.979536,508,107,444,127,128,63,100,107,36
2025-05-11T17:05:27.983686,531,110,464,130,131,63,104,110,37
2025-05-11T17:05:28.987445,563,111,495,133,132,65,105,111,37
2025-05-11T17:05:29.991509,586,121,514,143,145,71,112,121,40
2025-05-11T17:05:30.995561,604,122,531,144,146,71,113,122,40
2025-05-11T17:05:31.999278,622,125,546,147,149,71,116,125,40
2025-05-11T17:05:33.003410,642,126,565,148,150,71,117,126,40
2025-05-11T17:05:34.007245,655,129,575,151,153,71,120,129,40
2025-05-11T17:05:35.010991,675,137,593,159,164,77,125,137,43
2025-05-11T17:05:36.014806,690,140,605,162,167,77,128,140,43
2025-05-11T17:05:37.018453,720,141,634,163,168,77,129,141,43
2025-05-11T17:05:38.022128,747,144,658,166,171,77,132,144,43
2025-05-11T17:05:39.025879,778,145,688,167,172,77,133,145,43
2025-05-11T17:05:40.029494,802,155,708,177,185,83,140,155,46
2025-05-11T17:05:41.033086,825,156,730,178,186,83,141,156,46
2025-05-11T17:05:42.036814,839,159,741,181,189,83,144,159,46
2025-05-11T17:05:43.040403,861,160,762,182,190,83,145,160,46
2025-05-11T17:05:44.044171,879,163,777,185,193,83,148,163,46
2025-05-11T17:05:45.047827,901,171,797,193,204,89,153,171,49
2025-05-11T17:05:46.051412,926,174,819,196,207,89,156,174,49
2025-05-11T17:05:47.055035,959,175,851,197,208,89,157,175,49
2025-05-11T17:05:48.058675,981,178,870,200,211,89,160,178,49
2025-05-11T17:05:49.062288,1014,179,902,201,212,89,161,179,49
2025-05-11T17:05:50.065973,1042,189,926,211,225,95,168,189,52
2025-05-11T17:05:51.068644,1061,190,944,212,226,95,169,190,52
2025-05-11T17:05:52.071667,1071,193,951,215,229,95,172,193,52
2025-05-11T17:05:53.075542,1093,194,972,216,230,95,174,194,53
2025-05-11T17:05:54.079270,1107,197,983,219,233,95,177,197,53
2025-05-11T17:05:55.083005,1135,205,1009,227,244,101,182,205,56
2025-05-11T17:05:56.086608,1151,208,1022,230,247,101,185,208,56
2025-05-11T17:05:57.090168,1174,209,1044,232,248,102,187,209,57
2025-05-11T17:05:58.093820,1203,212,1070,235,251,102,190,212,57
2025-05-11T17:05:59.096649,1232,213,1098,237,252,103,191,213,57
2025-05-11T17:06:00.100246,1262,223,1124,247,265,109,198,223,60
2025-05-11T17:06:01.104070,1294,224,1155,249,266,110,199,224,60
2025-05-11T17:06:02.107572,1319,227,1177,252,269,110,202,227,60
2025-05-11T17:06:03.111273,1339,228,1196,253,270,110,203,228,60
2025-05-11T17:06:04.115031,1358,231,1212,256,273,110,206,231,60
2025-05-11T17:06:05.119061,1379,239,1231,264,284,116,211,239,63
2025-05-11T17:06:06.122608,1389,242,1238,267,287,116,214,242,63
2025-05-11T17:06:07.126292,1411,243,1259,268,288,116,215,243,63
2025-05-11T17:06:08.130126,1427,246,1272,271,291,116,218,246,63
2025-05-11T17:06:09.133984,1447,247,1291,272,292,116,219,247,63
2025-05-11T17:06:10.137640,1480,257,1320,282,305,122,226,257,66
2025-05-11T17:06:11.141477,1506,258,1345,283,306,122,227,258,66
2025-05-11T17:06:12.145220,1537,261,1373,286,309,122,230,261,66
2025-05-11T17:06:13.149015,1554,262,1389,287,310,122,231,262,66
2025-05-11T17:06:14.153156,1575,265,1407,290,313,122,234,265,66
2025-05-11T17:06:15.158030,1594,273,1424,298,324,128,239,273,69
2025-05-11T17:06:16.162001,1613,276,1440,301,327,128,242,276,69
2025-05-11T17:06:17.165828,1628,277,1454,302,328,128,243,277,69
2025-05-11T17:06:18.169927,1646,280,1469,305,331,128,246,280,69
2025-05-11T17:06:19.173957,1672,281,1494,306,332,128,247,281,69
2025-05-11T17:06:20.178187,1701,292,1518,317,346,134,255,292,72
2025-05-11T17:06:21.182228,1720,295,1534,320,349,134,258,295,72
2025-05-11T17:06:22.185912,1722,296,1535,321,350,134,259,296,72
2025-05-11T17:06:23.189465,1735,299,1545,324,353,134,262,299,72
2025-05-11T17:06:24.193168,1741,300,1550,325,354,134,263,300,72
2025-05-11T17:06:25.196754,1753,310,1558,335,367,140,270,310,75
2025-05-11T17:06:26.200353,1763,311,1567,336,368,140,271,311,75
2025-05-11T17:06:27.204062,1770,314,1571,339,371,140,274,314,75
2025-05-11T17:06:28.207809,1780,315,1580,340,372,140,275,315,75
2025-05-11T17:06:29.211420,1801,318,1598,343,375,140,278,318,75
2025-05-11T17:06:30.214988,1818,326,1613,351,386,146,283,326,78
2025-05-11T17:06:31.218528,1837,329,1629,354,389,146,286,329,78
2025-05-11T17:06:32.222208,1853,330,1644,355,390,146,287,330,78
2025-05-11T17:06:33.225791,1867,333,1655,358,393,146,290,333,78
2025-05-11T17:06:34.229370,1875,334,1662,359,394,146,291,334,78
2025-05-11T17:06:35.233027,1887,344,1670,369,407,152,298,344,81
2025-05-11T17:06:36.236637,1890,345,1672,370,408,152,299,345,81
2025-05-11T17:06:37.240276,1898,348,1677,373,411,152,302,348,81
2025-05-11T17:06:38.244013,1903,349,1681,374,412,152,303,349,81
2025-05-11T17:06:39.247661,1908,352,1683,377,415,152,306,352,81
2025-05-11T17:06:40.251345,1919,360,1692,385,426,158,311,360,84
2025-05-11T17:06:41.255118,1935,363,1705,388,429,158,314,363,84
2025-05-11T17:06:42.258876,1948,364,1717,389,430,158,315,364,84
2025-05-11T17:06:43.262774,1965,367,1731,392,433,158,318,367,84
2025-05-11T17:06:44.266538,1968,368,1733,393,434,158,319,368,84
2025-05-11T17:06:45.270300,1978,378,1739,403,447,164,326,378,87
2025-05-11T17:06:46.274094,1984,379,1744,404,448,164,327,379,87
2025-05-11T17:06:47.277933,1988,382,1745,407,451,164,330,382,87
2025-05-11T17:06:48.281761,1993,383,1749,408,452,164,331,383,87
2025-05-11T17:06:49.285547,2001,386,1754,411,455,164,334,386,87
